CreditScore,AnnualIncome,LoanAmount,LoanDuration,Age,EmploymentStatus,MaritalStatus,NumberOfDependents,EducationLevel,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,InterestRate,PaymentHistory,SavingsAccountBalance,CheckingAccountBalance,InvestmentAccountBalance,RetirementAccountBalance,EmergencyFundBalance,TotalAssets,TotalLiabilities,NetWorth,LengthOfCreditHistory,MortgageBalance,RentPayments,AutoLoanBalance,PersonalLoanBalance,StudentLoanBalance,UtilityBillsPaymentHistory,HealthInsuranceStatus,LifeInsuranceStatus,CarInsuranceStatus,HomeInsuranceStatus,OtherInsurancePolicies,EmployerType,JobTenure,MonthlySavings,AnnualBonuses,AnnualExpenses,MonthlyHousingCosts,MonthlyTransportationCosts,MonthlyFoodCosts,MonthlyHealthcareCosts,MonthlyEntertainmentCosts,LoanApproved
809,55700.0,10705.920000000002,19.0,34,Self-Employed,Single,3,Doctorate,Other,488,0.844647758597167,4,7,0.3734341551196892,0,Debt Consolidation,0,0.2152713174576088,12,10032,996,10152,31234,1524,87553,42057,20234,16,78762,1165,4676.303793924256,3951,19469.60716704508,0.2253575122036385,Uninsured,Insured,Uninsured,Insured,2,Private,0,-73,4180,32520,854,176,577,187,95,1
670,32711.2,24207.0,13.5,39,Self-Employed,Married,4,High School,Rent,994,0.5964578438995253,11,1,0.7480284762043278,0,Other,0,0.2660341124187738,29,4228,1337,17389,15626,4080,147653,2721,18278,2,201639,1557,16108.0,8402,11123.0,0.335106962457976,Insured,Insured,Uninsured,Insured,2,Other,8,728,3956,36523,1460,574,466,178,131,0
339,38659.2,11341.0,6.3,56,Employed,Married,2,Bachelor,Mortgage,328,0.7654996855161366,12,3,0.2006898747700529,0,Home,0,0.0481191712931639,5,5004,2822,6418,21982,3015,69968,59460,111367,13,118748,746,7572.0,361,40761.0,0.8113025900064973,Uninsured,Uninsured,Uninsured,Uninsured,1,Private,12,860,3632,24906,410,432,261,114,48,0
625,48833.600000000006,27189.0,9.0,55,Self-Employed,Married,0,Master,Other,559,0.3148950423834548,1,8,0.3382221495385272,0,Other,0,0.1527978734736881,7,4049,1528,19703,19888,3030,32681,31644,85131,16,121328,1359,1381.0,6831,27859.0,0.9929632436191782,Insured,Uninsured,Uninsured,Insured,2,Other,29,418,6292,29266,1405,487,604,112,78,0
637,36786.0,11204.48,6.0,53,Employed,Single,4,Master,Mortgage,502,0.8464204668229947,3,3,0.7270172575068672,0,Debt Consolidation,0,0.1105691885360952,0,-1693,808,17528,51442,1840,75676,240,45087,14,177497,1298,8842.5474249977,1379,9138.209639742448,0.914831129416892,Insured,Uninsured,Insured,Uninsured,4,Self-Employed,30,407,5719,48946,1350,287,562,170,68,1
417,61827.2,22724.0,1.8,52,Unemployed,Single,0,Associate,Other,474,0.5702003322596747,5,8,0.8585591895665583,0,Home,0,0.2540074077062625,25,6945,2875,15286,17558,2435,43777,65869,37266,4,92701,1054,13470.0,6539,23893.0,0.4911736102688506,Insured,Uninsured,Insured,Uninsured,4,Public,10,718,9286,20249,581,217,198,345,45,0
458,49493.600000000006,13116.0,12.6,45,Employed,Divorced,3,Master,Other,537,0.0495962080510756,14,7,0.152799150416577,0,Other,0,0.2530904702941539,21,5446,1830,10171,24002,2500,76290,70533,24423,13,191196,1038,15141.0,655,11405.0,0.8991522221954787,Insured,Uninsured,Uninsured,Uninsured,2,Public,14,293,7700,14381,1070,6,78,223,186,0
380,63285.600000000006,16926.0,1.8,51,Unemployed,Single,0,Master,Mortgage,472,0.8074554714119226,7,2,0.1264306253245041,0,Auto,0,0.0287714882755605,9,4163,4019,1836,23847,1915,153944,33475,5768,12,119675,435,12275.0,8820,12012.0,0.9568667931809464,Uninsured,Insured,Insured,Uninsured,2,Other,13,336,3389,28188,1083,397,44,30,123,0
332,59600.8,20710.0,10.8,52,Unemployed,Divorced,0,Associate,Rent,196,0.9018326568503257,10,7,0.7564827952854392,0,Debt Consolidation,0,0.1207345824269214,21,3719,1740,7238,41409,938,80552,55179,44476,10,166513,1819,3419.0,4826,23897.0,0.0110872960821595,Insured,Insured,Uninsured,Uninsured,0,Other,24,964,5412,32358,1946,105,29,140,174,0
308,85274.40000000001,14450.0,6.3,47,Self-Employed,Widowed,2,High School,Other,581,0.2119060925644211,4,0,0.7572988981713261,0,Home,0,0.2323215137270528,20,-2005,2052,8737,22957,-13,130729,38297,44072,17,150928,480,16525.0,4428,6665.0,0.4021218700116217,Insured,Insured,Uninsured,Uninsured,0,Public,21,302,2505,40019,933,349,600,304,171,0
559,54228.8,23269.0,3.6,58,Unemployed,Widowed,3,Bachelor,Other,371,0.9578957509805112,13,0,0.8197055252435846,0,Other,0,0.0429776778301626,19,657,1262,3114,28878,7321,137959,50775,77045,28,127967,782,13911.0,4246,15017.0,0.5606352499161551,Insured,Uninsured,Insured,Uninsured,3,Other,27,1333,1749,32444,1068,260,210,169,200,0
550,34088.0,17398.0,7.2,48,Self-Employed,Single,3,High School,Own,122,0.6981872506536885,2,2,0.1210072300897986,0,Other,0,0.1073815399771373,19,8398,1555,13208,29818,2051,36357,49091,17592,26,157484,1313,13795.0,4940,12884.0,0.2835241247944118,Uninsured,Insured,Insured,Insured,4,Private,2,582,6503,23128,651,140,134,128,144,0
573,66125.0,13499.520000000002,10.0,46,Employed,Married,4,High School,Other,462,0.9003101691263913,8,7,0.3554090385822613,0,Other,0,0.076399683740937,19,823,2964,9443,13744,6366,160308,5409,23885,26,73713,452,6679.681690195217,8486,14805.32724294618,0.2576999378920165,Insured,Insured,Insured,Insured,0,Public,20,79,2421,22394,1036,257,-298,150,72,1
406,45431.2,16575.0,9.0,26,Employed,Married,0,Associate,Rent,623,0.7117219054452697,2,3,0.2469819205531068,0,Education,0,0.1230283030196093,22,2242,249,3578,33790,2296,87307,52555,42822,8,197033,1175,9416.0,4015,11586.0,0.5669770500129856,Uninsured,Insured,Uninsured,Insured,0,Self-Employed,1,731,6952,12022,1205,260,524,215,57,0
431,56406.4,20169.0,7.2,44,Unemployed,Widowed,2,Master,Rent,609,0.4642261281953944,7,0,0.7088749454825161,0,Home,0,0.2520031670456785,8,7821,2764,973,-5999,-197,98663,29734,52439,7,171948,671,8648.0,4610,34746.0,0.4724797245164907,Insured,Insured,Insured,Insured,2,Public,15,298,-2636,44217,1188,390,274,155,128,0
601,45803.0,8131.200000000001,18.0,31,Employed,Widowed,3,High School,Other,722,0.6434585031926768,12,8,0.1074812179043442,0,Other,0,0.0642031984717792,29,1977,-90,3997,49103,3391,163365,-11327,137020,2,203157,962,11116.75372632219,6742,14668.862939090324,0.2422387769242194,Insured,Insured,Insured,Uninsured,3,Private,13,112,5866,18267,1022,71,406,49,99,1
685,74129.0,7967.360000000001,8.0,45,Self-Employed,Married,2,Bachelor,Other,381,0.2946267812006967,4,2,0.7059058632704065,0,Auto,0,0.2810111803817434,14,7062,3193,11614,22952,3204,106723,4437,74394,20,216053,1137,9377.43352497842,5375,13418.989879159246,0.1192904822422457,Insured,Uninsured,Insured,Uninsured,4,Public,25,132,4138,26684,1533,269,586,360,102,1
595,55005.0,15853.440000000002,9.0,38,Employed,Divorced,2,Doctorate,Rent,312,0.3618864480758388,6,9,0.5278196152587192,0,Education,0,0.08012928113862,1,6775,2749,11924,32910,5350,97690,23484,16636,0,221073,1139,8472.415271424545,5461,10211.728830075188,0.2554038815102655,Insured,Insured,Uninsured,Uninsured,2,Public,1,792,980,8629,1486,24,324,359,111,1
431,57722.4,22512.0,18.9,30,Self-Employed,Married,1,Master,Other,248,0.4951451300767978,8,0,0.732717771370904,0,Debt Consolidation,0,0.0642939553430821,19,3544,1722,10285,32324,2623,83977,39300,62830,8,250038,635,18534.0,2833,23300.0,0.3004808143403651,Uninsured,Uninsured,Uninsured,Insured,4,Other,5,-32,7176,31985,1260,261,379,354,154,0
555,70962.0,11987.840000000002,9.0,58,Employed,Married,3,Bachelor,Other,556,0.4944503091610248,1,3,0.6936766783865861,0,Home,0,0.0500492989067551,3,6150,1448,10840,37966,2425,120014,12914,16364,11,160997,1050,8846.308930623443,1841,19310.748721018004,0.1267861190002448,Uninsured,Insured,Uninsured,Uninsured,3,Private,36,44,4957,51890,908,289,382,168,144,1
655,38524.0,18432.0,2.7,32,Self-Employed,Widowed,0,High School,Own,566,0.6413242652942731,9,6,0.8126764947801108,0,Auto,0,0.0208456504234113,6,8432,481,15582,24793,2066,101722,33589,72790,13,160080,684,3582.0,6020,14185.0,0.4844356099621036,Uninsured,Uninsured,Insured,Uninsured,0,Public,13,865,3184,22941,782,377,691,307,140,0
646,62284.0,13986.56,7.0,51,Unemployed,Widowed,4,Associate,Mortgage,695,0.7935522039513845,8,9,0.0222102455274236,0,Debt Consolidation,0,0.2349987064028618,18,7684,416,20887,22515,2607,86858,37057,-4653,4,187701,1187,13330.023636509635,3704,6348.739305540166,0.4398278841979278,Uninsured,Uninsured,Uninsured,Uninsured,0,Public,25,116,2832,30768,695,433,553,283,133,1
703,41805.600000000006,23310.0,3.6,49,Self-Employed,Divorced,0,Master,Other,332,0.6557697091425795,12,3,0.6790090327551265,0,Home,0,0.1528807117330742,29,2719,1912,14795,15273,2596,71214,75561,83636,19,112978,985,9761.0,7292,28578.0,0.5766375948031592,Uninsured,Insured,Insured,Uninsured,2,Private,14,798,2932,32669,171,124,608,188,150,0
668,34771.0,15432.320000000002,23.0,29,Employed,Widowed,0,High School,Other,706,0.9724713210533728,12,2,0.7625129048359202,0,Auto,0,0.0257063634457626,24,-872,1430,5682,45230,6445,144016,18475,53472,8,112581,191,12914.00111430241,1447,11015.118680467616,0.043630446170003,Uninsured,Uninsured,Uninsured,Insured,0,Private,3,598,6477,40306,1671,311,689,224,79,1
517,44058.4,22530.0,9.0,49,Self-Employed,Married,1,Master,Other,137,0.0381291160408844,9,7,0.3470633469292865,0,Home,0,0.2879410296355458,9,6058,2166,5471,36364,4304,96707,67960,-4413,22,131289,1362,14685.0,5052,31403.0,0.1523313604063811,Insured,Insured,Uninsured,Insured,1,Other,12,553,4208,24394,1704,306,657,312,37,0
579,35052.8,14282.0,2.7,48,Employed,Single,1,Doctorate,Mortgage,348,0.9788471078150768,9,8,0.8049660323173464,0,Other,0,0.1312318043335727,16,-1632,227,14951,25470,810,146351,84760,35419,14,114212,473,15803.0,6269,24221.0,0.7042102615716072,Uninsured,Insured,Insured,Uninsured,1,Self-Employed,6,447,4105,38717,465,221,547,139,146,0
350,25512.0,19502.0,1.8,60,Self-Employed,Widowed,0,High School,Mortgage,442,0.6900153922922456,7,0,0.8648943698457914,0,Debt Consolidation,0,0.1730770134221018,7,8136,1092,5572,-5629,5221,30332,19966,43087,9,111649,1073,6367.0,5185,12270.0,0.3924475752878913,Uninsured,Insured,Uninsured,Uninsured,1,Other,34,730,8260,13263,621,507,193,261,136,0
610,41252.8,27638.0,15.3,44,Employed,Divorced,2,Bachelor,Mortgage,790,0.5373235758148132,8,5,0.7092910711999104,0,Auto,0,0.2670166945242035,11,4956,3164,6295,8238,1753,177907,48273,33714,8,173912,501,9477.0,1769,9715.0,0.3812964667648608,Insured,Uninsured,Uninsured,Uninsured,1,Other,22,1131,4802,24667,1294,136,623,243,52,0
652,50073.600000000006,12785.0,9.9,52,Self-Employed,Widowed,0,High School,Own,546,0.1085474520478499,13,3,0.4304776827138282,0,Home,1,0.0918164712336674,11,1311,2144,5637,29403,874,52625,59891,27627,22,171175,573,2928.0,5812,32957.0,0.8090432065471296,Insured,Insured,Insured,Insured,3,Private,20,437,1173,37908,479,400,178,299,118,0
528,68186.0,15287.04,25.0,40,Self-Employed,Widowed,3,High School,Other,567,0.7461333717127909,12,6,0.4907514967364009,0,Other,0,0.0593552840082543,7,7838,1864,4410,21240,4386,53629,34807,507,1,168968,1050,8037.585221088602,4946,9124.913117828288,0.2929130342246984,Insured,Insured,Uninsured,Uninsured,0,Self-Employed,20,319,7943,37163,1522,417,395,307,135,1
722,37917.0,11353.6,6.0,47,Unemployed,Divorced,4,High School,Mortgage,343,0.1259715627593771,6,3,0.3023744367537649,0,Other,0,0.2381992724854167,5,7832,3005,6822,40572,3457,89995,30373,80770,17,148910,1023,12648.438817124925,5514,7282.994924245647,0.537821949361779,Insured,Insured,Insured,Uninsured,0,Private,25,417,3318,19498,1676,273,242,153,71,1
682,66836.0,27555.0,4.5,46,Unemployed,Widowed,1,Associate,Own,907,0.5888367560719023,8,2,0.8372599861314243,1,Auto,0,0.1975790571799162,2,2327,2392,2225,34308,2878,63429,46943,86340,16,94625,1185,13927.0,4408,10120.0,0.3633363144396206,Uninsured,Insured,Insured,Uninsured,2,Self-Employed,13,700,985,26545,936,455,319,155,18,0
330,40524.0,25216.0,8.1,48,Unemployed,Widowed,1,Associate,Other,636,0.7532814861862228,1,8,0.3311967968242231,0,Other,0,0.0608697031232053,19,9786,74,3948,15305,472,126700,76252,-5238,3,185964,1242,10960.0,4148,19550.0,0.6080493955667334,Uninsured,Insured,Insured,Insured,0,Public,29,816,7207,52610,710,238,344,85,92,0
392,56560.8,20124.0,2.7,52,Self-Employed,Married,0,Bachelor,Own,678,0.1946986242675945,10,6,0.3427996612622757,0,Debt Consolidation,0,0.0501531400975343,26,3021,2257,7510,8580,2087,97241,70458,62694,25,130044,913,9898.0,3505,18528.0,0.6286311470911589,Insured,Insured,Insured,Insured,3,Self-Employed,30,631,119,31353,836,578,557,223,130,0
724,64897.0,13516.8,5.0,55,Unemployed,Single,2,Master,Mortgage,493,0.5147782870106794,1,9,0.4117456558895168,0,Home,0,0.2791072072777255,25,11454,805,8161,38155,6929,108318,24409,56259,0,201543,1085,2322.353573334005,4791,25483.833973902685,0.1739363570332481,Uninsured,Insured,Insured,Insured,1,Self-Employed,27,743,4544,16309,815,359,614,232,61,1
586,63945.0,8846.720000000001,9.0,38,Self-Employed,Divorced,3,Associate,Own,487,0.3949570601614991,7,6,0.2209654720221758,0,Education,0,0.2230097941149752,26,3433,1065,12341,30869,3533,112109,34673,99744,6,245031,1245,6862.490863606349,7553,12931.917286935266,0.0697018537626733,Uninsured,Insured,Insured,Insured,2,Public,12,389,5039,17683,747,184,694,71,-36,1
794,65854.0,14978.56,15.0,49,Employed,Widowed,3,Associate,Other,925,0.7351652092728642,4,2,0.3092625485953915,0,Debt Consolidation,0,0.1614676889615495,25,2623,2062,19665,8196,3780,84073,16822,76324,8,98251,1241,9245.7808280774,3952,9301.966804369476,0.911735671384465,Uninsured,Insured,Insured,Insured,3,Self-Employed,1,237,6308,5440,1135,346,642,175,116,1
493,47567.2,21325.0,0.9,42,Unemployed,Divorced,3,Bachelor,Mortgage,398,0.7901408113306498,13,3,0.820743593973168,0,Auto,0,0.165586107858522,14,1022,2420,16384,18099,3493,74111,50077,65552,11,148192,1092,15070.0,3813,25792.0,0.9570405923335716,Uninsured,Uninsured,Insured,Uninsured,1,Private,3,359,5799,34115,1114,525,569,237,84,0
577,54439.0,15423.36,9.0,51,Employed,Widowed,0,High School,Own,305,0.901908955954322,2,2,0.3355332602712335,0,Home,0,0.0579548409350535,29,11104,3564,7172,55284,1574,140572,57786,2342,10,135267,350,12946.350062683803,2891,9944.39875790628,0.4650294466047013,Uninsured,Insured,Uninsured,Insured,2,Other,10,340,4733,25081,930,601,438,143,153,1
649,62643.0,12641.920000000002,8.0,50,Unemployed,Single,4,High School,Mortgage,460,0.4894492566655377,10,4,0.505452106540205,0,Other,0,0.0294503608077466,1,5845,1578,7715,37127,2793,129638,-4886,60142,23,234601,861,7027.244810013912,8611,16960.763426925867,0.8365032694386644,Uninsured,Insured,Insured,Uninsured,4,Public,21,1085,5298,12821,1164,413,399,103,80,1
836,74472.0,15980.8,16.0,51,Employed,Divorced,2,Bachelor,Other,278,0.3300503044086335,3,8,0.3702152568169664,0,Debt Consolidation,0,0.2524084320508729,4,2864,3063,3799,25254,1948,110360,10923,24249,5,105524,941,5029.133021618992,4470,3231.0548251409773,0.0458233294723048,Insured,Insured,Uninsured,Insured,2,Self-Employed,17,360,6249,28988,767,255,31,272,90,1
769,38621.0,13846.4,16.0,51,Employed,Widowed,4,Associate,Mortgage,381,0.9177529244088912,10,9,0.3582200419157677,0,Other,0,0.1574892801869087,11,3589,2448,14500,36288,2494,87090,58199,74565,15,120405,1331,5768.645027640154,4124,30555.4073587406,0.800762000211059,Insured,Uninsured,Insured,Uninsured,4,Public,13,593,7837,20781,1299,403,720,254,76,1
604,82777.0,17902.72,4.0,61,Self-Employed,Divorced,3,High School,Other,607,0.184022059682658,7,0,0.5229545608124364,0,Other,0,0.2587790039188104,22,1686,3714,6036,12221,481,97593,9677,75596,25,168664,1406,9954.448487967464,8787,8590.95279043332,0.49285728704121,Insured,Uninsured,Uninsured,Insured,4,Self-Employed,10,216,5515,39046,1004,372,449,287,104,1
487,25111.2,19114.0,7.2,52,Unemployed,Widowed,3,Associate,Rent,629,0.4929227413319254,14,6,0.5732766781078712,0,Auto,0,0.2406400416882816,20,7525,3033,6707,5172,2214,75999,40796,-8977,21,165799,852,8307.0,4196,43349.0,0.7209214769189841,Insured,Uninsured,Uninsured,Insured,3,Other,28,541,9741,21550,1015,439,291,176,119,0
786,73068.0,14793.6,4.0,48,Employed,Married,4,Bachelor,Other,842,0.4356072036903269,12,6,0.0484541487688429,0,Other,0,0.1629141905888732,14,5176,1096,19234,42099,543,89173,35266,51898,9,58237,1154,4418.264507998256,7958,16233.653623304148,0.2280935995594255,Insured,Insured,Insured,Insured,2,Other,12,780,2842,22479,1348,188,235,181,79,1
614,78840.0,18259.840000000004,4.0,59,Self-Employed,Married,0,Doctorate,Mortgage,341,0.285260961725831,11,9,0.5084528858130329,0,Debt Consolidation,0,0.0816671482630157,20,886,2637,5652,31084,1341,81384,20250,62600,17,93982,1254,10437.425810312923,6914,12994.200994848963,0.5666067891829992,Uninsured,Uninsured,Uninsured,Uninsured,1,Private,38,520,7320,28144,641,183,566,252,94,1
650,55456.0,25926.0,11.7,43,Unemployed,Divorced,4,Doctorate,Mortgage,789,0.1195447415657597,3,9,0.953603144069849,0,Auto,0,0.2338322265961067,15,6527,1369,2760,27382,-484,16275,80413,50270,16,178814,942,10425.0,3038,9024.0,0.7809254878094795,Uninsured,Uninsured,Uninsured,Insured,0,Private,21,700,5343,34986,1169,325,380,220,73,0
623,46764.0,16595.0,19.8,30,Self-Employed,Widowed,1,Master,Own,507,0.3362144458038537,9,8,0.8305090705103648,0,Debt Consolidation,0,0.0111947834456206,17,5093,1615,14894,24390,3084,141193,67481,15667,11,145667,1156,14102.0,5223,11351.0,0.792198253895944,Insured,Uninsured,Uninsured,Insured,4,Public,6,494,4466,34228,654,380,369,197,73,0
341,22824.0,19642.0,12.6,46,Unemployed,Single,4,High School,Mortgage,705,0.8038078546143151,10,3,0.2364077849840982,0,Auto,0,0.1785818723687775,0,4831,1246,8577,19599,5340,73368,55588,15248,26,151071,879,2552.0,3282,23188.0,0.1482253615606618,Insured,Insured,Uninsured,Insured,1,Public,12,392,8261,42140,927,277,597,319,109,0
688,53608.0,22750.0,13.5,43,Self-Employed,Married,0,Associate,Mortgage,540,0.093194027728517,2,9,0.6744627012053385,0,Other,0,0.0624982164679342,15,3102,3552,10319,3191,5923,13174,34961,15382,17,232288,1536,6794.0,5146,-1470.0,0.7189127434306402,Uninsured,Uninsured,Uninsured,Uninsured,2,Other,17,644,4453,30336,789,203,271,248,159,0
722,48116.0,27207.0,19.8,42,Self-Employed,Married,0,High School,Mortgage,166,0.7055093826371178,0,6,0.59076749259835,0,Auto,0,0.0225357180930302,14,5372,3231,9208,36306,3640,72151,46182,14903,15,138571,951,13263.0,5847,26345.0,0.8287172451607595,Uninsured,Uninsured,Uninsured,Uninsured,1,Public,18,230,8199,35605,963,401,694,223,124,0
334,63331.2,18449.0,19.8,36,Employed,Divorced,0,Associate,Mortgage,587,0.3815864300788223,2,2,0.7875566228771181,0,Auto,0,0.0210043032822955,16,4197,2994,2734,55900,1958,142312,39500,61973,6,120619,1069,6711.0,4812,23399.0,0.1074975799149359,Insured,Insured,Insured,Insured,4,Other,14,443,6721,28830,868,301,318,100,62,0
828,72439.0,11085.440000000002,24.0,41,Self-Employed,Widowed,3,Associate,Own,448,0.3713570720907068,12,6,0.413048165258095,0,Other,0,0.1068788799995036,6,2384,1535,17289,12994,3770,61700,10249,56814,11,93959,1079,732.7412958948239,5518,2505.34465540496,0.7528260535532036,Uninsured,Uninsured,Insured,Uninsured,0,Self-Employed,12,1088,3400,37993,677,293,137,332,153,1
692,72400.0,12089.6,12.0,54,Unemployed,Widowed,4,Bachelor,Rent,652,0.3357933567939618,10,5,0.0631998998276544,0,Debt Consolidation,0,0.0334557213799598,22,4695,2630,9026,19531,4787,84456,35616,82927,18,212175,943,3650.1650592214432,6693,9142.40854139955,0.0477207784128995,Insured,Insured,Uninsured,Uninsured,1,Public,0,493,2032,33032,1167,106,862,156,150,1
356,53336.8,22222.0,6.3,56,Unemployed,Widowed,0,Associate,Own,666,0.4500219714821983,10,5,0.3710372453664635,0,Other,0,0.053087826582982,28,8247,1819,16489,46916,3180,68334,31248,37769,8,225901,858,15419.0,8502,30130.0,0.3452454497214575,Insured,Insured,Insured,Insured,0,Private,13,189,8005,23786,391,299,216,85,82,0
349,21241.6,15000.0,26.1,33,Employed,Single,1,Master,Mortgage,508,0.8738663843140408,2,3,0.7868063315481733,0,Education,1,0.2256413670827607,24,1378,1805,12396,42605,1249,81241,29826,13582,14,135875,1206,6185.0,6533,19040.0,0.9638047721099364,Insured,Insured,Insured,Uninsured,0,Other,4,345,4390,23765,846,329,264,150,65,0
728,42375.2,22972.0,6.3,57,Self-Employed,Married,1,Associate,Mortgage,318,0.2800436179985258,5,5,0.597280002078584,0,Other,0,0.0181277128753801,15,4290,2606,9113,52116,1218,88385,73754,82099,14,154678,1067,6802.0,5201,18826.0,0.8944141274870715,Insured,Uninsured,Uninsured,Uninsured,1,Other,11,250,5766,30849,1134,494,518,159,95,0
546,50473.0,13432.96,20.0,43,Unemployed,Single,2,Doctorate,Other,715,0.1694999660688382,4,5,0.8100035432588859,0,Other,0,0.2499481021984285,24,3975,2687,2962,15324,7143,107065,37213,57635,4,94893,1349,4273.822691969707,8393,7949.220653839368,0.052098270986205,Uninsured,Insured,Uninsured,Insured,0,Other,11,396,4915,33139,1187,393,579,184,135,1
840,38764.0,15356.8,6.0,50,Employed,Single,3,High School,Own,793,0.1814146228551715,13,6,0.2332851138355064,0,Home,0,0.0550835503920277,9,6990,3508,-1440,15536,1164,106022,59042,25527,20,132519,1112,7224.347704802869,5837,13709.413910442225,0.1508548234214739,Uninsured,Uninsured,Insured,Uninsured,4,Self-Employed,18,182,4186,19376,686,341,115,184,125,1
473,36396.0,22334.0,9.9,52,Unemployed,Divorced,1,High School,Other,431,0.8143131665319141,3,7,0.561816510152795,0,Debt Consolidation,0,0.0210386011393027,2,3420,2542,9026,17596,1728,46977,55872,91111,13,123939,345,7160.0,7084,25919.0,0.7973675849743751,Uninsured,Uninsured,Insured,Uninsured,0,Self-Employed,25,4,2266,42050,1101,-30,422,85,132,0
625,48308.0,15786.0,3.6,26,Self-Employed,Divorced,2,Master,Mortgage,506,0.3157192833998565,5,3,0.6872026407383413,0,Debt Consolidation,0,0.1984784716130444,10,4257,-648,14711,15375,-2286,44444,30486,105786,2,139129,1241,16354.0,2068,34458.0,0.912794034496277,Insured,Insured,Uninsured,Uninsured,0,Self-Employed,4,589,5436,25740,693,316,141,157,93,0
