CreditScore,JobTenure,EmploymentStatus,TotalLiabilities,PaymentHistory,TotalAssets,LoanAmount,BankruptcyHistory,SavingsAccountBalance,InterestRate,DebtToIncomeRatio,HomeOwnershipStatus,CheckingAccountBalance,AnnualIncome,CreditCardUtilizationRate,NumberOfCreditInquiries,EducationLevel,MaritalStatus,NumberOfDependents,PreviousLoanDefaults,MonthlyDebtPayments,Age,LengthOfCreditHistory,UtilityBillsPaymentHistory,NetWorth,NumberOfOpenCreditLines,LoanApproved,LoanDuration,LoanPurpose
334,14,Employed,39500,16,142312,18449.0,0,4197,0.0210043032822955,0.7875566228771181,Mortgage,2994,63331.2,0.3815864300788223,2,Associate,Divorced,0,0,587,36,6,0.1074975799149359,61973,2,0,19.8,Auto
828,12,Self-Employed,10249,6,61700,11085.440000000002,0,2384,0.1068788799995036,0.413048165258095,Own,1535,72439.0,0.3713570720907068,6,Associate,Widowed,3,0,448,41,11,0.7528260535532036,56814,12,1,24.0,Other
692,0,Unemployed,35616,22,84456,12089.6,0,4695,0.0334557213799598,0.0631998998276544,Rent,2630,72400.0,0.3357933567939618,5,Bachelor,Widowed,4,0,652,54,18,0.0477207784128995,82927,10,1,12.0,Debt Consolidation
356,13,Unemployed,31248,28,68334,22222.0,0,8247,0.053087826582982,0.3710372453664635,Own,1819,53336.8,0.4500219714821983,5,Associate,Widowed,0,0,666,56,8,0.3452454497214575,37769,10,0,6.3,Other
349,4,Employed,29826,24,81241,15000.0,0,1378,0.2256413670827607,0.7868063315481733,Mortgage,1805,21241.6,0.8738663843140408,3,Master,Single,1,1,508,33,14,0.9638047721099364,13582,2,0,26.1,Education
728,11,Self-Employed,73754,15,88385,22972.0,0,4290,0.0181277128753801,0.597280002078584,Mortgage,2606,42375.2,0.2800436179985258,5,Associate,Married,1,0,318,57,14,0.8944141274870715,82099,5,0,6.3,Other
546,11,Unemployed,37213,24,107065,13432.96,0,3975,0.2499481021984285,0.8100035432588859,Other,2687,50473.0,0.1694999660688382,5,Doctorate,Single,2,0,715,43,4,0.052098270986205,57635,4,1,20.0,Other
840,18,Employed,59042,9,106022,15356.8,0,6990,0.0550835503920277,0.2332851138355064,Own,3508,38764.0,0.1814146228551715,6,High School,Single,3,0,793,50,20,0.1508548234214739,25527,13,1,6.0,Home
473,25,Unemployed,55872,2,46977,22334.0,0,3420,0.0210386011393027,0.561816510152795,Other,2542,36396.0,0.8143131665319141,7,High School,Divorced,1,0,431,52,13,0.7973675849743751,91111,3,0,9.9,Debt Consolidation
625,4,Self-Employed,30486,10,44444,15786.0,0,4257,0.1984784716130444,0.6872026407383413,Mortgage,-648,48308.0,0.3157192833998565,3,Master,Divorced,2,0,506,26,2,0.912794034496277,105786,5,0,3.6,Debt Consolidation
844,21,Employed,76991,22,77915,32181.0,0,3706,0.0404113282553478,0.0024139030281016,Other,2842,39600.8,0.7928232892091126,1,Bachelor,Widowed,0,0,494,49,0,0.0498422113272287,83933,12,0,13.5,Other
794,6,Employed,62327,12,61784,24916.0,0,6056,0.2953306285626875,0.6778426970917255,Mortgage,1679,70473.6,0.5329151844872563,1,Master,Married,2,0,620,46,4,0.9792615874797842,67642,6,0,9.0,Debt Consolidation
328,22,Self-Employed,18634,20,153922,22427.0,0,6989,0.1132378459475001,0.0920402581831605,Mortgage,1810,36656.0,0.1458535604241958,3,Doctorate,Married,1,0,561,56,17,0.8830899463768555,86981,3,0,8.1,Home
623,2,Unemployed,-5684,13,82044,14365.44,0,6178,0.2300238845928761,0.3451590317853797,Rent,4543,35749.0,0.2109329378201093,8,Doctorate,Widowed,1,0,867,37,4,0.004152628892712,56420,10,1,15.0,Debt Consolidation
603,32,Employed,78882,3,82371,26583.0,0,5209,0.0913436796076337,0.6009525356882044,Own,1938,41461.600000000006,0.8197233264992911,6,Bachelor,Divorced,4,1,394,52,29,0.1727683095461624,44144,7,0,8.1,Debt Consolidation
361,7,Unemployed,90821,14,106315,22489.0,1,2729,0.0810677610315927,0.4520608076099183,Rent,2116,58796.0,0.7396918696748778,9,Bachelor,Widowed,3,0,494,42,24,0.6702562427217972,47076,6,0,18.9,Auto
747,30,Employed,36856,0,99245,14880.0,0,6954,0.0873128545474298,0.5773070031244761,Other,2674,53032.0,0.4000313376932803,3,Associate,Married,0,0,428,58,10,0.9820493303715886,34739,9,0,4.5,Debt Consolidation
473,4,Unemployed,68531,18,133859,14597.0,0,5091,0.1963416388560302,0.8876215335348264,Rent,3521,43796.8,0.1683894098029598,3,Bachelor,Married,1,0,450,23,2,0.1444143589271378,54811,2,0,13.5,Auto
723,12,Self-Employed,28697,7,100766,17361.0,0,1596,0.2342186590664501,0.512702184756727,Other,1722,38548.0,0.7557315192942173,5,Master,Single,3,0,496,62,15,0.2448887893485912,58449,8,0,2.7,Debt Consolidation
683,24,Self-Employed,25525,13,27231,12595.840000000002,0,5841,0.0659705494246135,0.017544757257193,Mortgage,1134,64916.0,0.2969203191002927,6,Bachelor,Single,2,0,519,59,13,0.588565816727512,2224,3,1,3.0,Other
840,26,Unemployed,72605,11,150574,15136.0,0,1802,0.2033782019169273,0.4169089304142893,Mortgage,2805,59598.4,0.0916332674687033,4,Bachelor,Widowed,4,0,585,46,24,0.5847923577205179,75693,13,0,15.3,Auto
783,18,Self-Employed,45571,28,8772,14177.0,0,1738,0.2461132713103648,0.1756384433250171,Other,2183,45213.600000000006,0.9054037896569312,0,Master,Divorced,2,0,283,39,4,0.6725865728976559,71464,4,0,10.8,Auto
695,9,Self-Employed,26591,7,51813,19179.52,0,11392,0.2004626762990526,0.2228392043953057,Own,1310,42778.0,0.1721950930756075,7,Doctorate,Divorced,0,0,186,33,13,0.9522693235303028,45326,10,1,28.0,Education
540,4,Employed,27714,19,221616,15806.72,0,5752,0.1065023809253403,0.5217389744758953,Own,2377,90943.0,0.6441362636254965,3,Master,Married,2,0,503,48,23,0.8963043013480997,90697,5,1,14.0,Debt Consolidation
319,18,Self-Employed,24294,18,160076,24377.0,0,6493,0.073241425655222,0.1078247498173452,Own,2202,54586.4,0.1385642707818299,7,Master,Single,0,0,355,55,14,0.7355643246085201,43068,12,0,1.8,Other
716,6,Unemployed,25326,9,119610,16345.6,0,5472,0.2858179537669281,0.042708715644236,Mortgage,2008,99977.0,0.1403427846423426,6,Doctorate,Married,4,0,498,32,10,0.4507336215382073,97144,10,1,15.0,Auto
649,2,Employed,46720,22,105247,11516.160000000002,0,5587,0.0727155078373105,0.1739685613112541,Mortgage,985,69581.0,0.0724152262810847,2,Associate,Widowed,4,0,711,32,2,0.982788196174608,22294,10,1,5.0,Education
632,33,Self-Employed,33708,16,75828,18429.0,0,4665,0.1379935058101942,0.9418953453792592,Mortgage,2112,39556.8,0.87712335146061,0,Associate,Single,1,0,435,52,7,0.6162276875252821,19158,9,0,0.9,Other
632,22,Self-Employed,-11446,16,95288,14481.920000000002,0,-3160,0.1676606139937153,0.6476836246024988,Other,1595,75034.0,0.3585781326457494,9,Master,Widowed,3,0,420,41,18,0.4080479025253352,42209,8,1,3.0,Home
557,18,Employed,-4238,26,101498,9987.840000000002,0,1693,0.0836337116017433,0.7045341506976317,Mortgage,3723,73394.0,0.3966522048113104,2,High School,Widowed,0,0,344,36,0,0.9109932977475004,4604,0,1,21.0,Education
749,25,Employed,39625,22,54716,16967.680000000004,0,7902,0.098079309004641,0.3390602837822908,Mortgage,1344,67443.0,0.4579497289739056,2,Doctorate,Single,1,0,423,43,6,0.6561532633946005,84509,6,1,23.0,Auto
316,17,Self-Employed,57662,17,141732,28919.0,0,6538,0.2079680487405807,0.8758498692331488,Own,2474,25010.4,0.7746765834636643,1,Bachelor,Single,4,0,446,51,15,0.3545507113407408,68825,2,0,5.4,Home
495,30,Employed,13966,1,8613,21798.0,1,6158,0.1289785134975302,0.067291956736379,Other,-404,57538.4,0.6473948431715714,7,Master,Married,0,0,-53,54,12,0.0951549462938453,-653,5,0,9.0,Debt Consolidation
483,4,Self-Employed,53547,0,99416,16578.0,0,2577,0.2748717867314725,0.7922795745510945,Other,4521,56492.8,0.4796024427077456,5,Master,Divorced,2,0,515,54,23,0.4962660066884466,41568,14,0,4.5,Other
453,30,Self-Employed,59060,4,111364,22269.0,0,2176,0.0192888359084232,0.3984549149375651,Own,2736,58337.600000000006,0.9978057765061706,0,High School,Widowed,2,0,542,51,5,0.6011199050658442,59996,4,0,6.3,Other
719,9,Self-Employed,23118,18,106088,12725.760000000002,0,3799,0.2776798641326357,0.3307821038572414,Other,937,37836.0,0.939334750550762,4,Associate,Widowed,2,0,604,58,1,0.4062520561793624,71757,10,1,3.0,Other
489,10,Employed,21000,24,117193,18733.0,0,7358,0.2946350432845961,0.4665429304426604,Mortgage,2561,49603.2,0.5433915372644638,7,Bachelor,Married,3,0,572,36,18,0.2557754949364287,65539,1,0,3.6,Debt Consolidation
330,11,Employed,21584,14,87765,16479.0,0,7766,0.2279359195856521,0.784055137783994,Other,3925,37946.4,0.3231805265942112,8,Associate,Single,0,0,740,39,18,0.2177944623756075,-2411,11,0,12.6,Auto
326,23,Employed,45216,29,137498,23470.0,0,5162,0.0631697811770519,0.0203493836716672,Mortgage,-153,67214.40000000001,0.6611347937539076,0,High School,Divorced,0,0,540,44,18,0.3043823423997474,36865,12,0,3.6,Home
796,31,Self-Employed,1168,15,126334,15918.080000000002,0,7646,0.0977106793459333,0.6445344475613647,Mortgage,-340,61846.0,0.1061172293180219,4,High School,Widowed,4,0,464,61,0,0.6402253428083114,10156,8,1,4.0,Other
305,12,Unemployed,42088,6,100578,15788.0,0,4002,0.2089296132982951,0.0786190340736453,Own,1420,60784.8,0.2156716604668932,5,High School,Single,4,0,598,34,1,0.443632262064299,53782,4,0,2.7,Other
371,13,Employed,39552,10,119477,23504.0,0,7831,0.1619372300108882,0.7031260668044143,Mortgage,2242,57831.2,0.8795117881220333,8,Associate,Widowed,1,0,645,45,14,0.0582317029862757,55925,1,0,14.4,Other
651,26,Unemployed,21198,18,133701,20714.240000000005,0,1927,0.247791570910213,0.7404213953390532,Mortgage,2446,61451.0,0.9566793177132804,1,Doctorate,Married,2,0,721,45,2,0.2060243090994388,60065,3,1,9.0,Other
687,4,Self-Employed,28542,18,139760,29373.0,0,-736,0.2250110724576477,0.6065229891691977,Rent,1170,18816.0,0.8140651480087965,5,Associate,Single,0,0,377,55,18,0.165144598798992,77878,4,0,2.7,Home
833,9,Unemployed,46129,19,69689,28557.0,0,4970,0.232191705565653,0.0331436918313748,Rent,3209,54580.0,0.1291908251988398,7,Doctorate,Married,2,0,481,30,0,0.2956744630613671,59869,13,0,2.7,Other
649,23,Unemployed,62753,21,147228,19569.0,0,8207,0.1952829722435492,0.7698243950631254,Other,3434,71377.6,0.7043350072589731,6,Master,Married,1,0,576,41,20,0.9677723033641,58099,2,0,9.0,Home
734,25,Employed,-19626,3,176735,16654.72,0,-158,0.2209527649010523,0.5377011743656678,Other,856,61913.0,0.0411114069729885,1,Doctorate,Widowed,3,0,533,47,17,0.204338578738497,57728,7,1,10.0,Other
564,7,Self-Employed,-630,29,122956,14240.0,0,2578,0.1710367606622791,0.7580498004951156,Mortgage,1852,49323.0,0.433125280737809,3,Bachelor,Married,4,0,331,42,15,0.5647208290315135,-269,2,1,8.0,Other
572,9,Employed,72376,8,65891,18172.16,0,11565,0.1686810363740244,0.4713683592349249,Own,1667,52089.0,0.5363546987102665,3,Master,Divorced,3,0,276,34,11,0.2071143125384512,49906,3,1,7.0,Debt Consolidation
405,5,Self-Employed,18088,17,78770,22832.0,0,2017,0.0114530579079251,0.7939058878926836,Other,2998,43847.2,0.9164689351101364,7,Doctorate,Widowed,4,0,758,46,2,0.7881974170475994,-11932,10,0,10.8,Debt Consolidation
725,10,Employed,49086,29,60665,20064.0,0,-1089,0.0945789380019505,0.2245189214356906,Mortgage,1970,55539.2,0.9671963571656484,4,Master,Single,3,0,677,50,7,0.7633734896582871,51199,8,0,11.7,Other
330,8,Employed,56489,28,67511,21425.0,0,-3237,0.19478234587477,0.4544576865558438,Rent,1259,24632.0,0.0068128346034509,4,High School,Single,4,0,399,27,8,0.2693536538346224,32214,4,0,24.3,Other
807,39,Employed,-8555,26,111665,10860.8,0,4652,0.1809192245647546,0.1808532234353163,Rent,1857,55273.0,0.6253572141035972,1,Associate,Single,0,0,690,61,21,0.790275372119428,28165,1,1,4.0,Home
517,23,Unemployed,99346,11,124544,21092.0,0,4680,0.1742637103019287,0.6609484778286557,Other,3892,35095.200000000004,0.2641520291862897,3,Bachelor,Divorced,1,1,748,44,24,0.3596015288160955,108635,2,0,3.6,Debt Consolidation
380,13,Unemployed,19133,19,47996,20390.0,0,13042,0.162685597474814,0.0280758240116268,Mortgage,490,47492.0,0.5842998545024265,2,Associate,Married,4,0,444,34,2,0.971212697092406,-8862,14,0,22.5,Other
778,8,Employed,94455,18,52747,13989.0,0,617,0.1332940341238155,0.4598269887586865,Mortgage,2683,44644.8,0.2249664839608177,8,Associate,Divorced,0,0,687,34,9,0.3257204371942067,83749,1,0,3.6,Home
658,0,Unemployed,63776,17,177503,22385.0,0,6408,0.0134474491188046,0.9929533728279948,Mortgage,1925,39218.4,0.8322756379779824,9,Associate,Widowed,3,0,746,38,12,0.3532246610669479,43278,1,0,6.3,Education
361,5,Employed,52456,4,46463,20387.0,0,5462,0.1368140740567637,0.9260132001979992,Other,1497,29231.2,0.6181047641879825,5,Master,Single,2,0,572,35,6,0.5267398875327122,90014,3,0,14.4,Auto
341,12,Unemployed,48589,1,65561,19487.0,0,8899,0.0221203593124823,0.6474106963151812,Other,1053,54522.4,0.5430442980414296,8,Master,Divorced,0,0,646,41,18,0.391619583085259,62098,14,0,7.2,Auto
630,11,Employed,37071,29,106234,6143.360000000001,0,4382,0.1828146858217151,0.4417660682272013,Own,2569,61792.0,0.1089492809066814,2,Bachelor,Widowed,2,0,387,43,14,0.2179301470807215,48137,7,1,21.0,Other
708,17,Employed,21960,4,116879,12383.36,0,5269,0.0800651319494366,0.1079760164032233,Mortgage,1767,41530.0,0.7264430643711536,3,Associate,Widowed,3,0,571,35,4,0.7365662601406965,42545,12,1,13.0,Education
431,1,Self-Employed,69878,27,82324,19900.0,0,4770,0.1034717808480611,0.1707971442181658,Mortgage,3462,55156.0,0.5074400152153743,6,High School,Married,3,0,453,57,21,0.2536122031948741,6586,2,0,6.3,Home
341,19,Employed,69768,28,123497,24225.0,0,11404,0.1768482519651306,0.1730889236841302,Mortgage,1662,53059.2,0.8174534283831477,8,High School,Married,4,1,461,53,11,0.6947244560577787,81069,8,0,3.6,Home
403,4,Self-Employed,58084,10,139974,14609.0,0,4465,0.1966120220307045,0.2865924151994077,Rent,-756,47580.0,0.4928606584707846,2,Bachelor,Married,2,0,724,39,16,0.7465464466963853,37269,5,0,22.5,Education
415,1,Unemployed,64751,3,103759,15127.0,0,5911,0.2266740550788334,0.2239927307629857,Mortgage,2991,43302.4,0.9784014150229872,2,High School,Single,1,0,316,50,9,0.5882734727870623,28727,11,0,8.1,Other
381,18,Self-Employed,59080,16,99442,20827.0,0,3005,0.1094259891607508,0.5389193840799185,Own,2921,62379.2,0.018844454323926,4,Doctorate,Married,4,1,403,38,19,0.3885944584152926,79382,8,0,9.9,Auto
334,8,Unemployed,12855,7,108707,13422.0,0,4012,0.2643517830216269,0.96748687950825,Mortgage,1632,61608.8,0.928112356273878,8,Master,Widowed,1,0,485,45,17,0.8562516997222599,100656,0,0,5.4,Debt Consolidation
845,5,Self-Employed,28761,22,67591,13277.44,0,4972,0.2494884752800395,0.2487060436996753,Mortgage,2180,56855.0,0.313272128896835,3,High School,Married,2,0,870,31,12,0.8841687294114657,45490,11,1,15.0,Education
774,31,Employed,48045,17,27483,18160.0,0,3285,0.2121049974065937,0.6659109586300036,Own,-408,49781.600000000006,0.0462710764964795,9,Master,Widowed,0,0,555,59,21,0.0803770889220356,108278,3,0,3.6,Debt Consolidation
441,4,Unemployed,39063,28,83676,23721.0,0,690,0.0239740072223979,0.0548753113662676,Mortgage,2663,69334.40000000001,0.2202044420243326,3,Master,Married,1,0,695,42,12,0.9811148374542794,-3156,4,0,2.7,Other
437,15,Unemployed,81340,9,85620,28309.0,0,4267,0.0861553078836152,0.605008361819496,Own,2682,49484.8,0.7962590769593496,7,Associate,Married,3,0,742,37,1,0.8440075664526687,54943,5,0,11.7,Education
724,23,Employed,54273,29,60866,24770.0,0,2078,0.092347920826429,0.7469765471056227,Own,3509,33671.200000000004,0.3914440985251102,0,Doctorate,Married,2,0,576,43,24,0.7421629311579039,125193,7,0,13.5,Other
669,18,Self-Employed,50859,7,167279,16248.320000000002,0,7898,0.1372910284287078,0.8154029212350974,Other,2714,67257.0,0.9240599079263452,9,High School,Single,0,0,443,37,6,0.9627395200424648,-8812,3,1,26.0,Auto
404,8,Unemployed,34196,28,123295,18623.0,0,4809,0.2877709519043001,0.9367161149969148,Mortgage,2128,47699.2,0.9455695179401232,9,Doctorate,Single,0,0,763,34,3,0.5648291174990815,92975,11,0,21.6,Home
642,21,Employed,29968,14,94228,15808.0,0,3837,0.217784997953625,0.2991741275516699,Other,901,48429.600000000006,0.3987432915044551,8,High School,Single,4,0,438,42,10,0.1948191252230814,58838,5,0,4.5,Other
647,4,Self-Employed,87362,24,152134,25152.0,0,3901,0.0987064136997861,0.2734706298742456,Mortgage,3018,46856.8,0.1818188117553955,7,High School,Single,2,0,367,33,9,0.8728593890270128,7004,7,0,23.4,Debt Consolidation
414,1,Self-Employed,-5049,21,115666,17474.0,0,5450,0.1894757800786213,0.1515313534364533,Rent,2129,54180.0,0.0916924369099476,7,Master,Married,2,0,309,39,16,0.1335885421969862,66515,14,0,17.1,Education
674,20,Unemployed,19118,7,127339,13294.080000000002,0,5283,0.2451561794399731,0.0278331296812631,Own,2416,37633.0,0.1477093891075055,7,Associate,Married,3,0,523,54,20,0.647903022704905,24891,10,1,5.0,Auto
394,8,Self-Employed,43388,12,35809,15461.0,0,7124,0.0786296399450304,0.2593169261368059,Other,2767,21363.2,0.2979702942266473,2,High School,Widowed,1,0,391,44,7,0.2788989874170307,24553,12,0,2.7,Home
583,11,Unemployed,27660,12,53154,6585.6,0,6425,0.1818587599610724,0.3725345578051997,Mortgage,2237,53704.0,0.5798210349160882,7,High School,Single,0,0,564,48,17,0.5239678657466429,-1,13,1,14.0,Other
842,13,Employed,42288,24,25054,11077.120000000004,0,6637,0.1780155711747494,0.4053139337921571,Other,3128,51274.0,0.2424534290875402,7,Bachelor,Divorced,4,0,380,39,13,0.3379861710279813,82851,6,1,17.0,Education
313,7,Unemployed,56875,21,61635,21118.0,0,8278,0.1741300406822891,0.3062679999813937,Other,2125,58662.4,0.4842864836364764,8,Associate,Divorced,1,0,248,36,13,0.9758077131430832,46106,14,0,21.6,Debt Consolidation
403,2,Employed,63094,17,49659,22114.0,1,6708,0.1615758631155776,0.6100377758098555,Rent,850,56002.4,0.7327349398777264,5,High School,Divorced,1,0,304,45,19,0.6211737562457509,58498,12,0,9.0,Debt Consolidation
638,10,Self-Employed,30915,26,111035,19677.0,0,5836,0.103946613827123,0.9930392950124038,Rent,1751,43844.8,0.9897809415750412,1,Associate,Single,2,0,448,37,3,0.5162781807784471,29978,13,0,10.8,Other
313,17,Self-Employed,40475,3,89430,9004.0,0,3501,0.1877895533846125,0.5937715243880008,Other,2755,44241.600000000006,0.3180496711680183,7,Associate,Divorced,2,0,511,59,23,0.747327730130527,40542,5,0,2.7,Debt Consolidation
377,2,Self-Employed,71438,26,94008,19975.0,0,2899,0.1732208645228193,0.0503542689246981,Other,210,48422.4,0.568969784946757,8,Doctorate,Single,4,0,648,39,5,0.7486763299888246,31401,4,0,0.9,Auto
456,17,Employed,41401,9,31399,21494.0,0,7381,0.1978289704145388,0.0341951484735992,Mortgage,2330,45469.600000000006,0.9638937430888952,1,Bachelor,Widowed,3,0,532,55,26,0.5716060709505175,77508,1,0,2.7,Auto
392,18,Employed,73813,28,153586,17907.0,0,4988,0.1280858343628908,0.5887785107741818,Rent,1483,45896.0,0.6537537997115561,5,Doctorate,Single,4,0,709,49,18,0.6662289054594731,45021,14,0,0.9,Other
306,18,Self-Employed,62077,23,79056,19549.0,0,124,0.0538322126981826,0.8291624670514207,Mortgage,2287,45545.600000000006,0.4438271685907947,2,Master,Divorced,4,0,512,47,29,0.4919031433126957,52841,5,0,7.2,Auto
679,17,Unemployed,68944,3,150222,8920.960000000001,0,10062,0.153557802934733,0.6347708651536451,Rent,1525,56963.0,0.5950771089951084,7,High School,Divorced,0,0,745,47,21,0.1911277283746912,71953,12,1,11.0,Home
804,16,Unemployed,25006,25,129012,13674.880000000005,0,4011,0.2154860840672503,0.3494642362815304,Other,2325,54821.0,0.4478714841018715,9,Bachelor,Single,1,0,569,34,0,0.6058654659033419,53147,0,1,4.0,Debt Consolidation
635,18,Self-Employed,61246,13,61403,16367.0,0,-2716,0.1241503951275695,0.2512423179637646,Other,1720,29324.800000000003,0.4639436740167882,8,Associate,Single,1,0,477,44,23,0.5871896814556535,11985,10,0,15.3,Other
772,3,Unemployed,8203,10,81209,7697.280000000001,0,4098,0.0708314643543672,0.46752368016093,Own,1214,71192.0,0.2541724145059869,1,Associate,Widowed,1,0,367,41,21,0.3478203228144233,54708,5,1,4.0,Debt Consolidation
417,34,Employed,75028,6,75725,19941.0,0,4985,0.1337702627555235,0.2407410959485322,Mortgage,626,40636.0,0.5020352388953879,9,Doctorate,Single,2,1,204,57,5,0.4201538779836664,107767,11,0,0.9,Debt Consolidation
842,25,Self-Employed,28333,14,92811,25900.0,0,5443,0.1043765965660371,0.2163440132449301,Mortgage,1128,25236.800000000003,0.0206108807063027,7,High School,Single,4,0,659,45,1,0.1605390189806244,61935,11,0,3.6,Other
462,31,Employed,58965,27,204656,26326.0,0,7614,0.1708903361856506,0.0112170557612505,Other,2113,35528.8,0.3635127952811089,2,Doctorate,Single,1,0,904,52,15,0.4802833156174898,47697,7,0,11.7,Debt Consolidation
823,4,Employed,53326,14,33035,21094.0,0,5565,0.1178282986158438,0.2626361658774887,Own,2914,27201.6,0.6554960521647097,4,Associate,Divorced,2,0,406,40,17,0.5486747628575879,88982,5,0,0.9,Home
725,18,Self-Employed,95737,20,95803,22607.0,0,-211,0.1861901338420852,0.5239652991411319,Mortgage,2721,57151.2,0.2767414006515701,0,Bachelor,Widowed,2,0,488,42,5,0.9990332667902035,84753,6,0,17.1,Other
376,0,Self-Employed,54427,15,13104,17835.0,0,5683,0.0230948467060691,0.2810216157968737,Rent,3145,60523.2,0.0927246828288311,9,High School,Married,2,0,658,39,12,0.562697120541804,35653,12,0,12.6,Other
