,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,LengthOfCreditHistory
321,2,3,3,414,0.0883294532548006,13,0,0,0,1,1913,3051,122757,16865,23
322,1,4,1,188,0.5377661116736608,0,0,1,0,9,12821,-341,68430,43863,6
323,2,0,0,586,0.8818952846609266,10,0,3,0,17,5648,2350,78605,11859,9
324,1,1,3,228,0.126275220784423,4,0,1,0,19,323,2153,23434,52487,17
325,2,3,0,894,0.1064245691668354,5,0,4,0,22,5133,396,12923,19584,28
326,1,1,0,772,0.2582282609275558,6,0,3,0,22,5282,1727,128002,31171,18
327,1,0,3,625,0.4136428092193716,2,0,0,0,17,3223,1599,167093,6506,25
328,3,0,2,431,0.94709501843005,13,0,1,1,27,4269,2373,849,76705,17
329,3,3,2,468,0.4457290133070861,5,0,4,0,7,3992,2921,201566,32146,0
330,2,3,1,427,0.7835675011867643,7,1,0,0,1,6390,4216,134788,86865,25
331,3,0,0,113,0.240242015650991,4,0,0,0,18,2460,435,12295,13308,10
332,3,2,1,7,0.7347755360889817,6,0,0,0,6,7219,18,51406,46708,12
333,1,0,3,352,0.1139913555235903,2,0,2,0,18,855,1436,370253,12544,1
334,3,0,1,583,0.2738723565170347,9,0,3,0,25,1418,1126,79473,9758,26
335,1,2,0,1487,0.0940554542126922,4,0,1,0,15,463,4514,57934,23022,20
336,3,3,2,179,0.4311755713290263,4,0,1,0,12,1586,2068,70596,25419,7
337,2,0,0,826,0.076378667292524,2,0,4,1,23,5422,2890,120744,56379,4
338,0,3,0,340,0.3864063356394486,3,0,4,0,18,8688,3516,77093,44035,5
339,1,1,0,825,0.910957478166312,10,0,0,0,27,764,2575,218470,53358,17
340,2,1,1,915,0.4461944553198078,4,0,1,0,28,2110,808,34094,4453,2
341,1,4,3,726,0.9545312358260776,10,0,4,1,0,3495,1380,121332,61592,16
342,2,2,3,590,0.9306492761637648,6,0,0,0,21,5268,1968,47773,40370,7
343,2,0,2,791,0.6378688849899236,9,0,1,0,5,4784,2605,117029,16,10
344,2,2,0,521,0.3522704209244017,1,0,3,0,27,1049,570,192724,31456,22
345,3,1,0,812,0.0791502277990415,2,0,3,0,20,1867,2423,121027,10428,3
346,1,2,1,323,0.4606458998267738,2,0,1,0,11,1547,1658,240761,18411,8
347,1,3,3,191,0.0244034139085165,2,0,4,0,28,1110,1198,23789,36342,24
348,0,0,3,745,0.5950771089951084,12,0,3,0,3,10062,1525,150222,68944,21
349,0,2,0,656,0.4654510459066721,10,0,4,0,8,7762,2159,99425,27143,14
350,1,0,0,675,0.280954010848542,5,0,1,0,28,1308,1581,28871,55539,24
351,0,0,3,539,0.5850157180539612,1,0,4,1,17,9832,2061,136600,43146,28
352,2,1,1,912,0.3683534951995387,3,0,3,0,12,2176,1423,66080,21972,26
353,3,3,3,364,0.1460193950746804,4,1,1,0,24,4714,2902,43461,170069,21
354,1,4,1,395,0.622666755066412,7,0,4,0,4,6519,548,30883,68006,29
355,0,4,2,688,0.3788601319905657,13,0,0,0,21,3083,2203,111721,17798,22
356,1,0,0,-169,0.6866046437814226,9,0,3,0,0,10820,1552,125852,72432,2
357,3,3,3,507,0.5925733036134351,11,0,4,0,11,8981,1988,38539,65805,9
358,1,0,0,332,0.6375508669351033,6,0,1,0,35,6414,1828,175295,22157,16
359,0,0,0,442,0.1884710262263632,4,0,0,0,19,26631,535,74971,106433,5
360,1,3,0,417,0.2755140654978836,4,0,2,0,28,1590,4733,57355,13856,11
361,1,1,0,580,0.2374351269311887,14,0,1,0,2,5395,1590,123912,56253,16
362,0,3,1,632,0.3858840335559412,4,0,3,0,23,567,4525,256133,15580,19
363,2,0,1,441,0.0635340426492079,3,0,3,0,25,1894,1590,28379,14887,19
364,1,4,1,675,0.7599398013795087,3,0,1,0,16,5182,2961,109810,39456,5
365,1,1,3,337,0.1434086040442458,3,1,0,0,28,2994,2486,53377,158919,28
366,1,1,1,597,0.3083104214914204,10,0,0,0,6,5371,4191,82303,61145,14
367,0,2,2,485,0.5693649286575819,0,0,0,0,20,6949,885,53773,35544,26
368,3,1,0,867,0.6447401881511307,2,0,0,0,21,889,2015,48951,4860,6
369,1,4,3,623,0.5670120562161581,1,0,0,0,8,-497,1090,81710,18993,12
370,0,1,1,565,0.3101693179030979,8,0,1,0,9,-3590,3004,113114,33651,6
371,2,0,1,129,0.3553117038055609,1,0,4,0,14,26061,1585,69168,3107,13
372,3,4,1,211,0.3580084451969064,1,0,1,0,12,-621,965,220745,54435,21
373,2,0,0,938,0.5560784027472955,1,0,3,0,25,5214,1058,106626,4145,3
374,0,1,1,685,0.7183309618772135,13,0,3,0,12,4862,2055,54848,50667,12
375,0,1,0,773,0.7685896960465255,8,0,3,0,16,1641,2273,178754,60666,13
376,2,2,3,98,0.1310231226161055,3,0,3,1,23,7975,181,102516,7502,26
377,1,3,0,484,0.772824302648715,6,0,4,0,22,7440,1812,64479,48817,8
378,2,2,2,422,0.4981543729451122,0,0,0,0,29,6183,1285,171687,54585,2
379,0,3,0,197,0.4367084571115381,3,0,2,0,29,710,3024,9827,31914,26
380,1,4,1,605,0.3191458036092749,13,0,4,0,15,1355,1545,179523,-13479,4
381,1,3,1,395,0.5866677348504741,5,0,4,0,3,3473,1381,65832,25550,17
382,2,1,0,397,0.5384588201794283,11,0,4,0,3,9246,591,76588,71595,11
383,0,2,0,715,0.725044040215782,7,0,0,0,22,4221,3489,42656,15654,4
384,2,3,1,268,0.0537778403170845,0,0,4,0,9,14978,2318,116699,20718,20
385,3,3,2,154,0.1807420789271458,8,0,3,0,31,2152,3285,332884,64454,15
386,2,2,1,570,0.0265426292714435,2,0,0,0,28,3632,1650,-32271,48964,9
387,1,1,2,219,0.5364416446800779,2,0,4,0,13,4211,2429,87768,26201,28
388,3,2,3,262,0.5864640032498527,9,0,4,0,12,-761,4408,100726,16700,19
389,3,0,1,150,0.1212980516449604,14,0,1,0,27,7836,1084,125674,28867,9
390,3,0,0,546,0.2316189171252337,10,0,4,0,26,5760,2607,198658,36866,10
391,2,0,0,981,0.1928544129874071,4,0,3,0,30,5276,429,122316,13296,8
392,0,2,0,588,0.3182249008654369,6,0,4,0,21,1555,1392,91409,105146,28
393,2,3,2,504,0.9827510181729996,7,0,0,0,6,8725,2255,176450,28650,3
394,2,2,3,520,0.1481127053052316,3,0,3,0,27,5607,1202,54658,13978,6
395,2,2,0,309,0.9391968520124344,6,0,4,0,13,8647,2796,115371,25657,14
396,2,2,0,761,0.4933759803201828,4,0,0,0,22,1635,1829,85691,22980,22
397,1,4,1,462,0.9003101691263913,8,0,4,0,19,823,2964,160308,5409,26
398,1,0,0,622,0.617075852706439,0,0,2,0,2,1192,1234,117232,16708,19
399,2,2,0,255,0.2702844090563812,7,0,2,0,21,2398,2375,23715,5314,25
400,0,0,2,356,0.6107279163562797,4,0,4,0,22,5655,1093,46255,27013,13
401,3,3,3,584,0.5407415603516179,13,0,4,0,10,7053,2039,-11668,49165,0
402,3,2,0,446,0.5448447846746277,5,0,1,0,18,5926,1590,115621,38565,12
403,1,0,1,1914,0.1363449388115961,4,0,1,0,23,2299,2663,264517,17897,5
404,2,4,0,319,0.7577145930057533,0,0,0,0,20,6043,2219,194038,77555,2
405,1,0,1,612,0.6509878040795183,1,0,1,0,19,2215,2437,17771,10230,6
406,1,1,0,358,0.2193448137084274,4,1,0,1,23,6916,1081,80884,7075,2
407,2,0,3,544,0.8355987429870545,13,0,2,0,3,4451,416,71371,87580,4
408,0,1,0,203,0.3347063385755875,2,0,1,0,17,8131,1487,124004,48884,1
409,1,0,0,668,0.269833071203082,2,0,1,0,23,4185,133,58861,46412,5
410,2,1,1,164,0.5600428901946801,13,0,4,0,26,3449,3862,56262,-12104,0
411,3,4,2,516,0.7885459932782046,0,0,4,0,24,6449,926,16560,51611,27
412,2,0,2,419,0.4615314357104853,6,0,3,1,21,493,374,49446,7438,13
413,0,3,2,456,0.492232839737279,2,0,3,0,30,8908,284,31669,8737,4
414,0,1,1,561,0.4138702124640946,5,0,0,0,23,5678,20331,195892,8973,21
415,0,1,0,468,0.2572789509750208,6,0,4,0,21,2617,1867,140283,41346,20
416,0,3,3,467,0.4798982124648976,9,0,4,0,22,3941,557,113181,15802,13
417,0,2,1,681,0.6107249182172205,0,0,4,0,29,-853,2199,13338,49379,12
418,3,3,0,472,0.2004840230740044,5,1,0,1,23,977,3277,197182,111431,2
419,3,2,1,580,0.5444342000251279,7,0,3,0,20,5397,2424,56370,34597,29
420,0,2,3,296,0.4763747501734815,6,0,0,0,5,3332,2688,67059,34059,25
421,1,0,0,86,0.3295406154536103,0,0,3,0,26,1379,7912,217689,17020,1
422,1,4,0,410,0.1177272044808528,0,0,3,0,25,12974,1508,22674,45505,12
423,1,3,3,373,0.0900568274257733,1,0,2,0,19,5248,7814,103484,33673,23
424,1,3,1,1099,0.6988238644424253,14,0,4,0,26,3145,3533,120901,29064,5
425,2,0,1,509,0.0757162801615399,2,0,2,0,28,6045,349,42852,38842,14
426,1,0,2,539,0.1709643710984796,3,0,1,0,26,2405,146,421622,150948,6
427,3,3,1,652,0.6891747392039586,4,0,4,0,4,-2508,3234,60779,41178,0
428,1,0,3,185,0.2803876586347565,3,1,3,0,26,981,553,5259,61097,12
429,0,4,2,382,0.6787863317045102,13,0,1,0,5,8775,829,80311,75426,7
430,2,3,3,302,0.4975354630701837,12,0,4,0,7,8915,2497,116783,35070,7
431,3,2,2,410,0.3534816953450708,2,0,0,0,26,960,1328,7022,33347,2
432,2,4,3,583,0.4229143580679788,4,0,3,0,23,23135,2104,142288,116932,25
433,0,1,0,664,0.1050258707353333,2,0,0,0,24,2010,975,63724,18248,27
434,1,2,1,604,0.4583446324664432,3,0,0,0,20,4443,2439,81822,45502,20
435,1,3,1,269,0.5782498640220584,6,0,3,0,0,1334,3761,82578,58147,7
436,2,0,3,690,0.6253572141035972,1,0,3,0,26,4652,1857,111665,-8555,21
437,2,3,0,592,0.2457984108633598,3,0,1,0,25,2822,94,178697,65558,24
438,1,1,0,397,0.5191639245477436,6,0,3,0,11,10054,2653,107836,65233,9
439,1,1,0,387,0.09242000377349,13,0,1,0,16,4754,1360,165935,93992,9
440,2,3,0,427,0.266094708967676,14,0,3,0,20,6829,1860,87666,45591,3
441,2,2,3,460,0.4195817185726409,3,0,3,0,26,19960,336,106988,18758,2
442,0,0,0,283,0.2162886254254242,2,0,3,0,28,1082,3384,20002,17049,22
443,1,1,3,795,0.2254847159007744,12,0,4,0,4,4839,3498,125636,80105,21
444,0,3,1,595,0.628708112343369,13,0,4,0,19,3960,2464,103456,49758,9
445,2,0,0,714,0.2488178150264082,0,0,0,0,3,4491,2886,92368,35924,13
446,2,0,1,221,0.3011508082461888,1,0,2,0,24,778,1597,6662,34077,29
447,2,1,0,446,0.6382870200002999,5,0,2,0,22,3257,2032,23101,90430,19
448,1,0,1,271,0.24815153751146,2,0,4,1,29,2111,850,70292,12567,22
449,3,4,0,175,0.153116691640389,4,0,4,1,25,3814,546,28130,10344,5
450,3,3,0,734,0.4966586047524628,12,0,1,0,17,8557,2447,186548,-2912,19
451,1,1,2,227,0.0861204316148523,10,0,1,1,19,5532,367,81196,10536,7
452,1,1,0,212,0.3357156423407147,1,0,2,0,23,4850,6352,232682,35469,29
453,0,1,2,157,0.4567334863189225,12,0,4,0,28,9393,172,116193,60548,29
454,1,1,3,237,0.2379937983038101,5,0,4,0,23,1906,1129,47785,4029,12
455,1,3,1,-178,0.3233803607103686,14,0,1,0,3,9759,1932,94989,29600,6
456,1,1,3,504,0.1414568571247206,5,0,0,0,18,1119,1031,42813,58835,29
457,1,0,2,926,0.255179516809238,1,0,3,1,27,1534,176,51609,23121,18
458,3,1,1,560,0.5370981934995926,3,0,1,0,8,1401,1313,108067,57996,14
459,3,0,2,450,0.0535099455728098,14,0,4,0,13,6428,2261,152227,47506,19
460,0,1,3,327,0.2547184025695705,4,0,3,0,5,3473,1265,59549,53925,21
461,2,2,0,556,0.2132326961702192,1,0,1,0,19,5812,474,443079,10514,4
462,0,0,2,322,0.3588541904267962,2,0,4,0,27,2061,1470,137816,38196,18
463,2,4,1,637,0.2724140911097613,0,1,4,1,22,5131,2833,99155,45040,4
464,1,0,2,391,0.2570903590330094,2,0,1,0,29,1165,631,134133,33490,26
465,3,0,1,299,0.8982431013647239,5,0,1,0,13,4643,2279,77955,46672,9
466,2,0,3,177,0.2493949850629284,3,0,0,0,26,1220,933,13738,52267,19
467,1,4,2,747,0.1479721094086479,8,0,1,1,5,2388,1921,122869,11310,5
468,1,5,3,284,0.2147472542344161,5,0,1,0,29,4561,374,8419,21011,26
469,0,4,3,351,0.3940234343654459,13,0,4,0,6,-1024,2492,135288,36369,9
470,1,3,3,681,0.1963347275819279,14,0,3,0,29,4446,1177,131075,62183,6
471,1,0,1,1569,0.4475745935687482,4,0,2,0,21,1317,4732,10502,6397,5
472,0,0,2,467,0.7240168943399367,12,1,0,0,11,6739,652,117897,46780,9
473,2,4,3,781,0.3957734434029568,7,0,0,0,8,8093,1200,183328,71927,7
474,3,1,0,277,0.3381924907011683,8,0,2,0,6,9872,1456,112572,44003,0
475,0,3,3,462,0.8534521433551152,1,0,3,0,24,3812,457,36149,67547,5
476,3,1,0,329,0.5290383544880234,10,0,0,0,0,1898,1143,98682,16950,3
477,0,0,0,780,0.781853607569817,0,0,3,0,2,6496,3267,67201,44580,4
478,0,0,1,235,0.6305579477301538,10,0,1,0,7,5037,1605,49268,54309,7
479,0,4,0,478,0.1474181903147018,2,0,3,0,24,3358,275,154095,18857,12
480,1,2,0,348,0.3172811452278842,5,0,1,0,17,5355,6604,182040,32073,6
481,2,1,3,529,0.694212742607599,12,0,1,1,27,2842,1205,153726,83712,16
482,0,1,3,410,0.0945547549965446,3,1,2,0,21,3824,951,90502,24925,1
483,0,4,1,385,0.2592464796507847,9,0,2,0,4,4463,3084,84913,31881,7
484,0,3,1,5,0.6610574181239145,10,0,3,1,0,1552,1984,68306,84633,26
485,1,4,0,622,0.4491513693887425,6,0,3,0,18,4535,888,133517,7784,25
486,2,1,0,480,0.0142687726728517,4,0,3,0,17,7905,587,30239,35620,9
487,0,0,3,350,0.3932348501830165,5,0,0,0,31,326,5480,18611,14186,14
488,1,1,3,703,0.1911552762908848,2,0,3,0,23,1708,5259,258989,87746,15
489,0,1,0,583,0.4506332769019906,8,0,1,0,29,4937,2210,202809,38852,3
490,3,1,2,677,0.0018250234677794,2,0,3,1,10,2967,707,106997,54372,6
491,1,2,2,87,0.1126919056515579,3,0,3,0,33,14507,1425,32023,14536,28
492,1,0,3,424,0.144004153448641,5,0,3,0,20,4191,1064,138950,38312,1
493,2,2,0,417,0.3197105669917817,2,0,0,0,30,9937,2600,41067,17630,14
494,2,3,3,385,0.1160714519906456,13,0,4,0,17,7453,2766,31159,50645,24
495,3,0,2,469,0.273077533163138,0,0,1,0,0,2833,2167,107208,45106,2
496,1,3,3,197,0.2650234505006219,2,0,3,0,20,1062,138,19463,27668,5
497,1,0,2,805,0.3902612117701875,0,0,3,0,19,521,946,28079,91507,9
498,1,4,3,232,0.2573267404080228,7,0,3,0,19,1824,1956,95707,12016,10
499,2,4,0,502,0.8464204668229947,3,0,1,0,0,-1693,808,75676,240,14
500,0,3,3,595,0.7479686692360298,14,0,3,0,4,4650,1374,152148,48347,8
501,1,2,0,549,0.1431794642338968,5,0,0,0,4,6529,1960,209958,58971,18
502,2,0,3,610,0.3426540163342217,4,0,2,0,22,3426,3865,52886,30016,7
503,1,1,3,610,0.4469469697366875,7,0,1,0,15,12861,4552,112374,32921,18
504,0,0,0,506,0.581277532503981,12,0,4,0,8,7037,1311,35115,13283,22
505,2,2,3,430,0.3831619791780149,6,0,2,0,23,2253,4274,78583,32923,24
506,2,3,2,373,0.0802498326799282,1,0,2,0,19,7475,589,69977,20038,26
507,0,1,3,107,0.2880908547043935,5,0,1,0,23,2372,2889,10824,13204,13
508,0,0,0,263,0.336996651369732,5,0,3,0,22,3654,431,24254,11866,28
509,1,0,0,540,0.093194027728517,2,0,4,0,15,3102,3552,13174,34961,17
510,1,2,2,670,0.4087035065549984,4,0,1,0,8,4509,3055,25804,31940,3
511,1,0,3,394,0.5232446159166902,1,0,2,0,28,189,1472,38529,12037,26
512,2,2,2,496,0.4190149111362202,14,0,3,1,18,8001,2725,51946,40216,15
513,1,1,3,433,0.8327900211302489,5,0,4,1,18,5629,1608,64101,22809,24
514,2,1,2,358,0.5032857052836892,14,0,4,0,5,4123,4660,116028,43183,14
515,2,2,3,332,0.1139329007546507,0,0,3,0,22,7834,360,103940,6652,12
516,3,4,1,469,0.7066791793526891,14,0,4,0,28,2183,2255,92326,79098,26
517,1,0,3,614,0.4695187944984075,14,1,3,0,5,7144,1662,91241,36163,0
518,1,1,3,615,0.2110205209213465,7,0,4,0,25,19148,1814,59275,79818,11
519,2,0,0,314,0.4465814225717964,3,1,1,0,25,11518,494,114843,105968,8
520,3,1,1,765,0.4867109738317257,14,0,4,0,9,2225,2534,121244,42404,0
521,1,3,0,351,0.8061863092859148,1,0,3,0,4,5966,2976,37692,55086,11
522,3,4,1,26,0.5202368421419069,14,0,4,0,7,7552,2693,1403,44690,1
523,2,1,0,655,0.9723704248279912,1,0,0,0,15,1902,591,107992,12127,15
524,3,3,1,64,0.5430955082489731,7,0,4,1,14,2692,2996,96722,67378,14
525,2,4,1,650,0.7346831814796448,14,0,4,1,8,4716,225,54655,-4879,26
526,1,4,0,243,0.0827978854621021,13,0,4,0,8,6019,2459,183561,65858,22
527,1,4,1,522,0.1484771230731629,1,0,3,0,25,5997,1018,122262,53459,16
528,2,2,1,572,0.6181047641879825,3,0,0,0,4,5462,1497,46463,52456,6
529,3,3,1,417,0.7962229096914444,11,0,1,0,19,6171,1402,57580,5870,19
530,1,2,2,451,0.0755510114135506,2,0,3,0,24,38739,1348,131111,18860,17
531,1,1,2,499,0.7332539206622996,14,1,0,0,25,9717,1100,159850,51916,15
532,3,1,3,507,0.3420996214265919,10,0,3,0,22,10874,2108,111556,37883,8
533,3,1,1,701,0.8549480598547852,6,0,1,0,11,2134,88,128866,45855,26
534,1,4,2,646,0.3264567485999314,3,0,1,1,19,8823,2948,114335,32336,8
535,0,0,0,541,0.7932745521845987,8,0,0,0,4,3315,1802,174179,3159,16
536,0,3,0,353,0.8536632356966687,14,0,0,0,6,567,1892,76318,20568,6
537,1,1,1,248,0.4951451300767978,8,0,1,0,19,3544,1722,83977,39300,8
538,1,2,0,399,0.2075274837305011,9,0,4,0,19,3768,1273,128709,42912,9
539,2,1,0,328,0.0582681956506281,1,0,2,0,18,2680,2761,79898,84746,8
540,0,1,0,272,0.259481160227506,10,0,2,0,16,9169,2367,79208,7362,17
541,1,4,0,255,0.3727377819594923,3,0,4,0,23,2252,5323,13009,13107,13
542,1,3,0,163,0.8027629558962229,14,0,4,0,16,5951,1522,115141,9510,0
543,1,0,2,360,0.193008466846922,1,0,1,0,21,5681,744,73044,11484,24
544,0,1,1,468,0.554884524059168,3,0,3,0,20,4733,572,100969,25027,8
545,3,1,1,417,0.5135079643761379,9,0,3,0,25,1573,2135,53688,8688,14
546,0,2,0,363,0.3603970545071505,3,0,1,0,26,782,1312,113980,3090,1
547,3,3,1,941,0.1297881121674977,8,0,1,0,15,3158,1902,103471,46906,28
548,2,3,1,647,0.329676370943614,1,1,3,0,10,4703,-40,127401,67187,12
549,1,1,0,542,0.3946615128827384,4,0,3,0,25,2979,2262,75876,40069,10
550,2,3,0,554,0.1491208046375257,5,0,2,0,21,8331,4342,38692,45329,22
551,3,2,3,426,0.8572897209054092,0,0,4,1,24,-2702,3066,72982,64842,21
552,1,0,0,490,0.1424920260707393,14,0,1,0,15,8535,1933,230592,50414,16
553,1,1,3,630,0.2895856664048012,5,0,3,0,23,5440,2724,92285,41112,3
554,0,1,0,586,0.3323515430469639,12,0,4,0,7,5507,1224,114426,58377,11
555,0,2,0,199,0.4598829536975274,4,0,4,0,21,6614,1341,24669,22038,3
556,1,4,0,786,0.3102506875339197,11,0,2,0,6,4898,41,58710,75263,11
557,1,1,0,259,0.446931895643722,1,0,2,0,19,2110,1341,117856,27030,17
558,0,0,0,579,0.0505578794041574,10,0,2,0,17,4152,1506,160307,35724,20
559,0,3,3,569,0.6671369318029398,12,1,4,0,15,9187,1896,161567,55510,9
560,2,0,1,2192,0.3139973216467704,3,0,4,0,21,1873,5108,130418,34952,13
561,3,0,3,644,0.2242773599163903,14,0,1,0,4,5122,2407,115646,72147,28
562,1,1,3,494,0.3790721737691822,4,1,3,0,19,6360,1228,423603,24794,5
563,1,5,0,677,0.08657693378794,3,0,2,1,25,1500,949,16264,127060,3
564,1,4,3,808,0.6727201614297146,8,0,4,0,15,9762,4544,96265,28221,17
565,1,0,1,307,0.5526087934468789,3,0,3,0,22,3135,3078,50946,16335,13
566,2,0,3,317,0.2169733099026741,2,0,1,0,25,10504,2161,20564,69003,3
567,0,4,2,283,0.1849521145989149,2,0,3,0,23,2201,2569,26974,60821,24
568,1,2,3,378,0.0537105563669522,5,0,3,0,29,722,317,53515,10355,27
569,0,4,1,414,0.896615048125778,0,0,2,0,24,7248,2496,53751,31567,0
570,2,0,0,423,0.8021866511083545,0,0,1,0,12,-608,3608,62342,34744,17
571,1,1,3,551,0.3153241968764786,3,0,1,0,26,14496,107,14603,21914,15
572,1,2,1,564,0.0958151486693464,3,0,0,0,22,2796,1835,20700,16176,29
573,3,0,3,127,0.1404777235651073,2,0,3,0,17,67636,3211,70847,83536,9
574,1,0,2,678,0.1946986242675945,10,0,1,0,26,3021,2257,97241,70458,25
575,3,2,0,658,0.5015683544055202,9,0,3,0,27,5134,1199,70595,17766,17
576,1,0,1,324,0.118170629923636,4,0,4,0,28,6552,1342,13493,4803,13
577,1,2,0,825,0.5152350049846554,9,0,4,0,5,1715,1694,14553,47929,4
578,1,1,3,523,0.2161855318647113,2,0,3,0,25,414,1023,91980,24178,7
579,1,1,3,305,0.276869301598841,2,1,3,0,20,2039,3316,93306,112224,13
580,3,0,0,505,0.0622402509633304,3,0,0,0,16,6879,1959,62910,64239,13
581,1,2,1,286,0.4653915621125978,6,0,3,0,22,7697,333,35215,21921,13
582,1,0,3,430,0.1803474491181544,1,0,0,0,26,1738,533,94521,68691,4
583,1,1,2,286,0.378240204522126,3,0,2,0,19,1483,1113,175820,14275,17
584,0,3,0,548,0.6852922511457076,13,0,0,0,1,3429,3152,89702,6750,13
585,2,3,1,952,0.3950218462587942,7,0,2,0,17,6538,3005,191559,40808,20
586,2,2,1,329,0.269107156609401,3,0,3,0,32,12594,648,257275,7890,14
587,1,1,3,362,0.2523548981315059,1,0,1,0,22,11693,733,44174,32703,15
588,1,0,0,331,0.3734338805832092,3,0,1,0,27,5661,1267,48596,16263,25
589,2,3,0,674,0.8760969423542916,13,0,1,0,28,1953,1316,205582,54661,7
590,2,4,1,376,0.207504686453509,6,0,3,0,7,3954,3275,95116,36119,10
591,1,3,3,542,0.581972588427947,1,0,2,0,21,9194,667,44976,31937,1
592,1,4,0,179,0.7338968417600926,7,0,3,0,10,6745,483,129583,51648,17
593,1,1,2,607,0.1558767618085609,1,0,1,0,15,3124,1445,48961,8868,12
594,2,0,0,152,0.3161362063740988,6,0,0,0,8,4170,294,131791,79925,27
595,2,3,3,306,0.5693469465668201,1,1,3,0,25,508,580,46706,13443,22
596,1,2,2,250,0.2560219831981845,0,0,0,0,21,3034,301,126902,16972,6
597,2,2,3,479,0.2383555918494201,2,0,3,0,24,2747,361,4734,43362,7
598,1,3,1,614,0.3585739881377485,3,0,3,0,2,3588,1514,100598,39372,0
599,2,0,2,459,0.8828470601809323,10,0,2,0,5,3276,2049,120600,55854,7
600,1,1,1,339,0.8744886448887692,5,0,1,0,13,4520,2671,68686,67481,26
601,3,3,3,857,0.8498307859880891,1,0,0,0,2,3497,2227,63477,73056,10
602,1,2,3,815,0.0682144918696326,1,0,2,1,17,6222,2875,79583,12328,5
603,2,1,0,780,0.173350045890635,13,0,4,0,22,9182,1022,119473,52807,18
604,1,0,0,394,0.1924238017815718,4,0,0,0,27,843,47,380892,53858,23
605,2,3,0,623,0.7884928230900526,1,0,0,0,22,2388,2825,64291,51813,23
606,1,0,3,333,0.2054069049007387,4,0,3,1,24,1627,109,148349,7622,27
607,1,0,1,177,0.5357810008287378,4,0,2,0,17,4358,285,9287,6045,2
608,1,0,0,585,0.9022377875701708,5,0,4,0,24,3120,504,137027,44944,3
609,2,2,3,381,0.5986260189234963,3,0,4,0,17,8839,930,62647,50092,12
610,1,1,1,400,0.4052847830057785,9,0,4,0,11,7520,2463,41927,4055,10
611,3,1,1,434,0.412624436623366,2,0,4,0,15,28836,1885,63645,15445,1
612,2,4,3,278,0.3576016487592872,2,0,0,0,19,10658,481,84006,22291,17
613,1,2,1,390,0.1140406666534246,0,0,2,0,26,1626,1840,63625,39445,9
614,1,1,0,240,0.1814162231103391,3,0,2,0,21,3568,2325,69215,7217,3
615,2,0,0,394,0.0449713502388012,3,0,3,0,15,1445,3720,287797,12136,8
616,1,2,0,259,0.3516870472271035,10,0,0,0,4,11859,1017,-40067,52008,4
617,1,1,2,503,0.1627255577897375,2,0,4,0,29,7111,142,9920,39607,9
618,1,1,3,244,0.6900079356213583,6,0,2,0,24,957,12718,61840,45135,19
619,1,1,3,572,0.3594717569194481,3,0,1,0,15,236,478,29672,4659,22
620,1,1,0,423,0.0193334911951148,12,0,4,0,10,6382,2122,119706,37047,16
621,1,2,0,151,0.3031087173219674,7,0,3,0,17,3668,1927,90826,83701,28
622,2,4,2,497,0.6449580019760427,4,0,1,0,25,12973,2079,66586,18617,13
623,1,3,1,308,0.3300659018496961,8,0,0,0,2,5786,2102,63394,61723,13
624,1,4,1,717,0.8268022767538197,7,0,2,0,7,5314,1371,92354,62389,14
625,1,3,0,622,0.5930770542324523,7,0,4,0,20,6571,1032,83612,66580,14
626,2,0,2,483,0.3092271567380149,0,0,0,0,25,2290,667,7143,15781,16
627,2,4,0,315,0.1121346193095137,2,0,2,0,0,9805,2311,156776,21800,7
628,1,1,2,214,0.1285841911377866,6,0,0,0,27,6562,907,14389,13032,5
629,2,4,0,285,0.4320536582653265,1,0,3,0,30,7191,1906,35670,108307,4
630,1,3,0,876,0.7883154687587536,3,0,3,1,26,1676,3760,105403,3774,3
631,2,3,0,739,0.1594268794674928,1,0,4,0,26,5604,393,80931,20301,14
632,2,0,1,225,0.5599393574737741,3,0,4,0,0,-336,185,174872,64492,16
633,2,0,0,295,0.1574124188095413,6,1,3,0,16,1164,2251,74265,50622,26
634,3,0,0,542,0.6650649088298689,9,0,0,0,11,1980,2058,71330,42563,12
635,2,0,0,282,0.1774200071027566,2,0,1,0,21,583,4388,125978,32015,15
636,1,0,0,235,0.1953787916983939,3,0,3,0,19,10459,974,22713,25479,1
637,3,1,1,934,0.8091189198531337,1,0,1,0,25,2077,904,80429,46282,4
638,2,1,0,1004,0.4879609179500437,2,0,1,0,28,3295,671,259863,46116,15
639,1,2,2,558,0.467770873491339,1,0,0,0,19,3629,1900,55525,18039,17
640,3,0,3,871,0.5551458086645928,3,0,0,0,26,8394,2582,153519,74606,27
641,2,0,1,509,0.273523458195314,4,0,4,0,23,270,1036,140690,21098,15
642,0,3,1,484,0.7467525703240103,1,0,0,0,19,6701,1933,-8810,61911,16
643,2,1,0,705,0.3764558711691915,2,0,4,0,30,960,608,34748,13837,6
644,2,4,1,542,0.3651503988902308,10,0,2,0,25,8,3325,81336,23900,7
645,0,3,1,520,0.5772383759807953,13,0,4,0,3,8537,1480,134297,45685,16
